Anno evento;Zona;Genere;Età decesso;Cittadinanza;Luogo decesso;Numerosità
2008;6;Femmine;66;Italia;Fuori Milano;3
2008;6;Femmine;66;Italia;Milano;7
2008;6;Femmine;67;Italia;Fuori Milano;3
2008;6;Femmine;67;Italia;Milano;8
2008;6;Femmine;68;Italia;Fuori Milano;1
2008;6;Femmine;68;Italia;Milano;6
2008;6;Femmine;69;Italia;Fuori Milano;2
2008;6;Femmine;69;Italia;Milano;7
2008;6;Femmine;70;Italia;Fuori Milano;4
2008;6;Femmine;70;Italia;Milano;7
2008;6;Femmine;71;Italia;Fuori Milano;5
2008;6;Femmine;71;Italia;Milano;5
2008;6;Femmine;72;Italia;Fuori Milano;2
2008;6;Femmine;72;Italia;Milano;11
2008;6;Femmine;73;Italia;Fuori Milano;3
2008;6;Femmine;73;Italia;Milano;10
2008;6;Femmine;74;Iran;Milano;1
2008;6;Femmine;74;Italia;Fuori Milano;3
2008;6;Femmine;74;Italia;Milano;20
2008;6;Femmine;75;Italia;Fuori Milano;4
2008;6;Femmine;75;Italia;Milano;13
2008;6;Femmine;76;Italia;Fuori Milano;2
2008;6;Femmine;76;Italia;Milano;13
2008;6;Femmine;77;Francia;Milano;1
2008;6;Femmine;77;Italia;Fuori Milano;1
2008;6;Femmine;77;Italia;Milano;19
2008;6;Femmine;78;Italia;Fuori Milano;2
2008;6;Femmine;78;Italia;Milano;24
2008;6;Femmine;79;Italia;Fuori Milano;2
2008;6;Femmine;79;Italia;Milano;17
2008;6;Femmine;80;Italia;Fuori Milano;5
2008;6;Femmine;80;Italia;Milano;26
2008;6;Femmine;81;Italia;Fuori Milano;5
2008;6;Femmine;81;Italia;Milano;30
2008;6;Femmine;82;Italia;Fuori Milano;7
2008;6;Femmine;82;Italia;Milano;24
2008;6;Femmine;83;Italia;Fuori Milano;8
2008;6;Femmine;83;Italia;Milano;30
2008;6;Femmine;84;Italia;Fuori Milano;3
2008;6;Femmine;84;Italia;Milano;25
2008;6;Femmine;85;Italia;Fuori Milano;8
2008;6;Femmine;85;Italia;Milano;30
2008;6;Femmine;86;Italia;Fuori Milano;8
2008;6;Femmine;86;Italia;Milano;44
2008;6;Femmine;87;Italia;Fuori Milano;3
2008;6;Femmine;87;Italia;Milano;40
2008;6;Femmine;88;Italia;Fuori Milano;6
2008;6;Femmine;88;Italia;Milano;29
2008;6;Femmine;89;Italia;Fuori Milano;4
2008;6;Femmine;89;Italia;Milano;18
2008;6;Femmine;90;Italia;Fuori Milano;4
2008;6;Femmine;90;Italia;Milano;19
2008;6;Femmine;91;Italia;Fuori Milano;1
2008;6;Femmine;91;Italia;Milano;25
2008;6;Femmine;92;Italia;Fuori Milano;5
2008;6;Femmine;92;Italia;Milano;27
2008;6;Femmine;93;Italia;Fuori Milano;3
2008;6;Femmine;93;Italia;Milano;32
2008;6;Femmine;94;Italia;Milano;29
2008;6;Femmine;95;Italia;Fuori Milano;8
2008;6;Femmine;95;Italia;Milano;28
2008;6;Femmine;96;Italia;Fuori Milano;4
2008;6;Femmine;96;Italia;Milano;10
2008;6;Femmine;97;Italia;Fuori Milano;1
2008;6;Femmine;97;Italia;Milano;17
2008;6;Femmine;98;Italia;Fuori Milano;2
2008;6;Femmine;98;Italia;Milano;11
2008;6;Femmine;99;Italia;Fuori Milano;2
2008;6;Femmine;99;Italia;Milano;10
2008;6;Femmine;100;Italia;Fuori Milano;1
2008;6;Femmine;100;Italia;Milano;4
2008;6;Femmine;101;Italia;Milano;5
2008;6;Femmine;102;Italia;Milano;1
2008;6;Femmine;103;Italia;Milano;3
2008;6;Femmine;105;Italia;Milano;1
2008;6;Femmine;106;Italia;Milano;2
2008;6;Maschi;0;Italia;Milano;3
2008;6;Maschi;0;Romania;Milano;1
2008;6;Maschi;22;Italia;Milano;2
2008;6;Maschi;26;Italia;Milano;1
2008;6;Maschi;28;Albania;Fuori Milano;1
2008;6;Maschi;28;Italia;Milano;1
2008;6;Maschi;31;Italia;Milano;1
2008;6;Maschi;33;Italia;Fuori Milano;1
2008;6;Maschi;33;Italia;Milano;1
2008;6;Maschi;36;Italia;Milano;1
2008;6;Maschi;37;Italia;Milano;1
2008;6;Maschi;38;Italia;Fuori Milano;1
2008;6;Maschi;40;Italia;Milano;1
2008;6;Maschi;41;Italia;Milano;1
2008;6;Maschi;42;Italia;Milano;1
2008;6;Maschi;42;Perù;Milano;1
2008;6;Maschi;43;Egitto;Milano;1
2008;6;Maschi;43;Italia;Fuori Milano;1
2008;6;Maschi;43;Italia;Milano;3
2008;6;Maschi;44;Italia;Milano;2
2008;6;Maschi;45;Filippine;Milano;1
2008;6;Maschi;45;Italia;Fuori Milano;3
2008;6;Maschi;45;Italia;Milano;2
2008;6;Maschi;46;Italia;Fuori Milano;1
2008;6;Maschi;46;Italia;Milano;3
2008;6;Maschi;47;Italia;Fuori Milano;1
2008;6;Maschi;47;Italia;Milano;4
2008;6;Maschi;49;Italia;Fuori Milano;3
2008;6;Maschi;49;Italia;Milano;2
2008;6;Maschi;50;Italia;Milano;1
2008;6;Maschi;51;Italia;Fuori Milano;1
2008;6;Maschi;51;Italia;Milano;3
2008;6;Maschi;52;Italia;Milano;2
2008;6;Maschi;53;Italia;Milano;5
2008;6;Maschi;54;Egitto;Milano;1
2008;6;Maschi;54;Italia;Milano;2
2008;6;Maschi;55;Italia;Milano;5
2008;6;Maschi;56;Italia;Fuori Milano;1
2008;6;Maschi;56;Italia;Milano;3
2008;6;Maschi;56;Marocco;Milano;1
2008;6;Maschi;57;Egitto;Milano;1
2008;6;Maschi;57;Italia;Milano;1
2008;6;Maschi;58;Italia;Fuori Milano;2
2008;6;Maschi;58;Italia;Milano;3
2008;6;Maschi;59;Italia;Milano;6
2008;6;Maschi;60;Italia;Milano;9
2008;6;Maschi;61;Italia;Fuori Milano;2
2008;6;Maschi;61;Italia;Milano;5
2008;6;Maschi;62;Italia;Fuori Milano;1
2008;6;Maschi;62;Italia;Milano;3
2008;6;Maschi;63;Italia;Fuori Milano;1
2008;6;Maschi;63;Italia;Milano;10
2008;6;Maschi;64;Italia;Fuori Milano;1
2008;6;Maschi;64;Italia;Milano;11
2008;6;Maschi;65;Italia;Fuori Milano;1
2008;6;Maschi;65;Italia;Milano;7
2008;6;Maschi;66;Italia;Fuori Milano;3
2008;6;Maschi;66;Italia;Milano;4
2008;6;Maschi;67;Italia;Fuori Milano;2
2008;6;Maschi;67;Italia;Milano;8
2008;6;Maschi;68;Italia;Fuori Milano;3
2008;6;Maschi;68;Italia;Milano;15
2008;6;Maschi;69;Italia;Fuori Milano;2
2008;6;Maschi;69;Italia;Milano;10
2008;6;Maschi;70;Italia;Fuori Milano;2
2008;6;Maschi;70;Italia;Milano;14
2008;6;Maschi;71;Italia;Fuori Milano;3
2008;6;Maschi;71;Italia;Milano;12
2008;6;Maschi;72;Italia;Fuori Milano;3
2008;6;Maschi;72;Italia;Milano;19
2008;6;Maschi;73;Italia;Fuori Milano;3
2008;6;Maschi;73;Italia;Milano;11
2008;6;Maschi;74;Italia;Fuori Milano;4
2008;6;Maschi;74;Italia;Milano;12
2008;6;Maschi;75;Italia;Fuori Milano;3
2008;6;Maschi;75;Italia;Milano;14
2008;6;Maschi;76;Italia;Fuori Milano;3
2008;6;Maschi;76;Italia;Milano;24
2008;6;Maschi;77;Italia;Fuori Milano;4
2008;6;Maschi;77;Italia;Milano;19
2008;6;Maschi;78;Italia;Fuori Milano;4
2008;6;Maschi;78;Italia;Milano;25
2008;6;Maschi;79;Italia;Fuori Milano;9
2008;6;Maschi;79;Italia;Milano;22
2008;6;Maschi;80;Italia;Fuori Milano;2
2008;6;Maschi;80;Italia;Milano;27
2008;6;Maschi;81;Italia;Fuori Milano;4
2008;6;Maschi;81;Italia;Milano;29
2008;6;Maschi;82;Italia;Fuori Milano;5
2008;6;Maschi;82;Italia;Milano;21
2008;6;Maschi;83;Germania;Fuori Milano;1
2008;6;Maschi;83;Italia;Fuori Milano;8
2008;6;Maschi;83;Italia;Milano;23
2008;6;Maschi;84;Italia;Fuori Milano;4
2008;6;Maschi;84;Italia;Milano;26
2008;6;Maschi;85;Italia;Fuori Milano;4
2008;6;Maschi;85;Italia;Milano;23
2008;6;Maschi;86;Italia;Fuori Milano;3
2008;6;Maschi;86;Italia;Milano;26
2008;6;Maschi;87;Italia;Fuori Milano;6
2008;6;Maschi;87;Italia;Milano;23
2008;6;Maschi;88;Iran;Milano;1
2008;6;Maschi;88;Italia;Fuori Milano;2
2008;6;Maschi;88;Italia;Milano;22
2008;6;Maschi;89;Italia;Fuori Milano;1
2008;6;Maschi;89;Italia;Milano;13
2008;6;Maschi;90;Italia;Fuori Milano;4
2008;6;Maschi;90;Italia;Milano;14
2008;6;Maschi;91;Italia;Fuori Milano;2
2008;6;Maschi;91;Italia;Milano;19
2008;6;Maschi;92;Italia;Fuori Milano;1
2008;6;Maschi;92;Italia;Milano;9
2008;6;Maschi;93;Italia;Fuori Milano;3
2008;6;Maschi;93;Italia;Milano;10
2008;6;Maschi;94;Italia;Fuori Milano;3
2008;6;Maschi;94;Italia;Milano;7
2008;6;Maschi;95;Italia;Fuori Milano;3
2008;6;Maschi;95;Italia;Milano;5
2008;6;Maschi;96;Italia;Milano;5
2008;6;Maschi;97;Italia;Fuori Milano;1
2008;6;Maschi;97;Italia;Milano;1
2008;6;Maschi;98;Italia;Milano;3
2008;6;Maschi;102;Italia;Milano;1
2008;6;Maschi;103;Italia;Milano;1
2008;7;Femmine;0;Italia;Milano;2
2008;7;Femmine;32;Italia;Milano;2
2008;7;Femmine;33;Italia;Fuori Milano;1
2008;7;Femmine;34;Italia;Fuori Milano;1
2008;7;Femmine;37;Filippine;Milano;1
2008;7;Femmine;37;Italia;Fuori Milano;1
2008;7;Femmine;38;Italia;Milano;2
2008;7;Femmine;41;Filippine;Milano;1
2008;7;Femmine;41;Italia;Milano;1
2008;7;Femmine;42;Italia;Milano;2
2008;7;Femmine;43;Italia;Fuori Milano;1
2008;7;Femmine;43;Romania;Milano;1
2008;7;Femmine;44;Italia;Milano;1
2008;7;Femmine;45;Italia;Milano;1
2008;7;Femmine;46;Italia;Milano;1
2008;7;Femmine;47;Italia;Fuori Milano;2
2008;7;Femmine;47;Italia;Milano;2
2008;7;Femmine;48;Italia;Milano;1
2008;7;Femmine;49;Italia;Fuori Milano;1
2008;7;Femmine;50;Italia;Milano;3
2008;7;Femmine;52;Italia;Fuori Milano;1
2008;7;Femmine;52;Italia;Milano;2
2008;7;Femmine;53;Italia;Milano;4
2008;7;Femmine;54;Italia;Milano;3
2008;7;Femmine;55;Italia;Milano;3
2008;7;Femmine;56;Italia;Milano;1
2008;7;Femmine;57;Italia;Fuori Milano;3
2008;7;Femmine;57;Italia;Milano;2
2008;7;Femmine;58;Italia;Milano;2
2008;7;Femmine;59;Italia;Milano;3
2008;7;Femmine;60;Italia;Milano;6
2008;7;Femmine;61;Italia;Fuori Milano;1
2008;7;Femmine;61;Italia;Milano;2
2008;7;Femmine;61;Jugoslavia;Milano;1
2008;7;Femmine;62;Italia;Fuori Milano;3
2008;7;Femmine;62;Italia;Milano;14
2008;7;Femmine;63;Italia;Milano;7
2008;7;Femmine;64;Italia;Milano;6
2008;7;Femmine;65;Italia;Fuori Milano;1
2008;7;Femmine;65;Italia;Milano;7
2008;7;Femmine;66;Italia;Fuori Milano;3
2008;7;Femmine;66;Italia;Milano;6
2008;7;Femmine;67;Italia;Fuori Milano;3
2008;7;Femmine;67;Italia;Milano;7
2008;7;Femmine;68;Italia;Milano;11
2008;7;Femmine;69;Italia;Fuori Milano;1
2008;7;Femmine;69;Italia;Milano;11
2008;7;Femmine;70;Italia;Milano;15
2008;7;Femmine;71;Italia;Fuori Milano;4
2008;7;Femmine;71;Italia;Milano;7
2008;7;Femmine;72;Italia;Fuori Milano;3
2008;7;Femmine;72;Italia;Milano;13
2008;7;Femmine;73;Italia;Fuori Milano;4
2008;7;Femmine;73;Italia;Milano;13
2008;7;Femmine;74;Italia;Fuori Milano;3
2008;7;Femmine;74;Italia;Milano;14
2008;7;Femmine;75;Italia;Fuori Milano;4
2008;7;Femmine;75;Italia;Milano;17
2008;7;Femmine;76;Italia;Fuori Milano;2
2008;7;Femmine;76;Italia;Milano;20
2008;7;Femmine;77;Italia;Fuori Milano;5
2008;7;Femmine;77;Italia;Milano;14
2008;7;Femmine;78;Italia;Fuori Milano;3
2008;7;Femmine;78;Italia;Milano;30
2008;7;Femmine;78;Regno Unito;Milano;1
2008;7;Femmine;79;Italia;Fuori Milano;5
2008;7;Femmine;79;Italia;Milano;28
2008;7;Femmine;80;Italia;Fuori Milano;6
2008;7;Femmine;80;Italia;Milano;28
2008;7;Femmine;81;Italia;Fuori Milano;5
2008;7;Femmine;81;Italia;Milano;17
2008;7;Femmine;81;Svizzera;Milano;1
2008;7;Femmine;82;Italia;Fuori Milano;5
2008;7;Femmine;82;Italia;Milano;30
2008;7;Femmine;83;Italia;Fuori Milano;5
2008;7;Femmine;83;Italia;Milano;40
2008;7;Femmine;84;Italia;Fuori Milano;4
2008;7;Femmine;84;Italia;Milano;44
2008;7;Femmine;85;Italia;Fuori Milano;5
2008;7;Femmine;85;Italia;Milano;28
2008;7;Femmine;85;Jugoslavia;Milano;1
2008;7;Femmine;86;Italia;Fuori Milano;6
2008;7;Femmine;86;Italia;Milano;29
2008;7;Femmine;87;Italia;Fuori Milano;3
2008;7;Femmine;87;Italia;Milano;30
2008;7;Femmine;88;Canada;Milano;1
2008;7;Femmine;88;Italia;Fuori Milano;10
2008;7;Femmine;88;Italia;Milano;44
2008;7;Femmine;89;Italia;Fuori Milano;4
2008;7;Femmine;89;Italia;Milano;21
2008;7;Femmine;90;Italia;Fuori Milano;5
2008;7;Femmine;90;Italia;Milano;24
2008;7;Femmine;91;Italia;Fuori Milano;1
2008;7;Femmine;91;Italia;Milano;22
2008;7;Femmine;92;Francia;Milano;1
2008;7;Femmine;92;Italia;Fuori Milano;7
2008;7;Femmine;92;Italia;Milano;31
2008;7;Femmine;93;Italia;Fuori Milano;6
2008;7;Femmine;93;Italia;Milano;28
2008;7;Femmine;94;Italia;Fuori Milano;3
2008;7;Femmine;94;Italia;Milano;25
2008;7;Femmine;95;Italia;Fuori Milano;4
2008;7;Femmine;95;Italia;Milano;22
2008;7;Femmine;96;Italia;Fuori Milano;1
2008;7;Femmine;96;Italia;Milano;22
2008;7;Femmine;97;Italia;Fuori Milano;2
2008;7;Femmine;97;Italia;Milano;13
2008;7;Femmine;98;Italia;Fuori Milano;4
2008;7;Femmine;98;Italia;Milano;9
2008;7;Femmine;99;Italia;Fuori Milano;1
2008;7;Femmine;99;Italia;Milano;11
2008;7;Femmine;100;Italia;Fuori Milano;1
2008;7;Femmine;100;Italia;Milano;3
2008;7;Femmine;101;Italia;Milano;2
2008;7;Femmine;102;Italia;Milano;1
2008;7;Femmine;103;Italia;Milano;3
2008;7;Femmine;104;Italia;Milano;2
2008;7;Maschi;0;Italia;Milano;3
2008;7;Maschi;16;Italia;Milano;1
2008;7;Maschi;18;Italia;Milano;1
2008;7;Maschi;19;Italia;Milano;1
2008;7;Maschi;22;Italia;Milano;1
2008;7;Maschi;25;Italia;Milano;1
2008;7;Maschi;26;Italia;Fuori Milano;1
2008;7;Maschi;28;Italia;Milano;1
2008;7;Maschi;32;Italia;Milano;2
2008;7;Maschi;35;Italia;Milano;1
2008;7;Maschi;36;Italia;Milano;1
2008;7;Maschi;37;Italia;Milano;2
2008;7;Maschi;39;Italia;Milano;3
2008;7;Maschi;39;Mauritania;Milano;1
2008;7;Maschi;42;Italia;Fuori Milano;1
2008;7;Maschi;43;Italia;Fuori Milano;1
2008;7;Maschi;43;Italia;Milano;1
2008;7;Maschi;44;Italia;Milano;1
2008;7;Maschi;45;Italia;Milano;1
2008;7;Maschi;46;Italia;Milano;2
2008;7;Maschi;47;Ecuador;Milano;1
2008;7;Maschi;47;Italia;Milano;1
2008;7;Maschi;49;Italia;Milano;3
2008;7;Maschi;50;Italia;Fuori Milano;1
2008;7;Maschi;50;Italia;Milano;5
2008;7;Maschi;51;Italia;Fuori Milano;1
2008;7;Maschi;51;Italia;Milano;2
2008;7;Maschi;52;Italia;Milano;4
2008;7;Maschi;53;Italia;Fuori Milano;1
2008;7;Maschi;53;Italia;Milano;3
2008;7;Maschi;54;Italia;Fuori Milano;1
2008;7;Maschi;55;Italia;Fuori Milano;1
2008;7;Maschi;55;Italia;Milano;3
2008;7;Maschi;56;Italia;Fuori Milano;3
2008;7;Maschi;57;Italia;Milano;5
2008;7;Maschi;58;Italia;Fuori Milano;1
2008;7;Maschi;58;Italia;Milano;4
2008;7;Maschi;59;Italia;Fuori Milano;3
2008;7;Maschi;59;Italia;Milano;6
2008;7;Maschi;60;Italia;Fuori Milano;3
2008;7;Maschi;60;Italia;Milano;5
2008;7;Maschi;61;Italia;Fuori Milano;3
2008;7;Maschi;61;Italia;Milano;4
2008;7;Maschi;62;Italia;Fuori Milano;1
2008;7;Maschi;62;Italia;Milano;5
2008;7;Maschi;63;Italia;Milano;7
2008;7;Maschi;63;Macedonia, ex Repubblica Jugoslava di;Fuori Milano;1
2008;7;Maschi;63;Marocco;Milano;1
2008;7;Maschi;64;Italia;Fuori Milano;3
2008;7;Maschi;64;Italia;Milano;10
2008;7;Maschi;65;Italia;Fuori Milano;3
2008;7;Maschi;65;Italia;Milano;13
2008;7;Maschi;66;Italia;Milano;10
2008;7;Maschi;67;Italia;Fuori Milano;5
2008;7;Maschi;67;Italia;Milano;14
2008;7;Maschi;68;Italia;Fuori Milano;4
2008;7;Maschi;68;Italia;Milano;9
2008;7;Maschi;69;Italia;Fuori Milano;5
2008;7;Maschi;69;Italia;Milano;15
2008;7;Maschi;70;Italia;Fuori Milano;2
2008;7;Maschi;70;Italia;Milano;19
2008;7;Maschi;71;Italia;Fuori Milano;4
2008;7;Maschi;71;Italia;Milano;16
2008;7;Maschi;72;Italia;Fuori Milano;2
2008;7;Maschi;72;Italia;Milano;19
2008;7;Maschi;73;Italia;Fuori Milano;5
2008;7;Maschi;73;Italia;Milano;19
2008;7;Maschi;74;Italia;Fuori Milano;5
2008;7;Maschi;74;Italia;Milano;26
2008;7;Maschi;75;Italia;Fuori Milano;4
2008;7;Maschi;75;Italia;Milano;20
2008;7;Maschi;76;Italia;Fuori Milano;5
2008;7;Maschi;76;Italia;Milano;28
2008;7;Maschi;77;Italia;Fuori Milano;9
2008;7;Maschi;77;Italia;Milano;24
2008;7;Maschi;78;Italia;Fuori Milano;5
2008;7;Maschi;78;Italia;Milano;34
2008;7;Maschi;79;Italia;Fuori Milano;4
2008;7;Maschi;79;Italia;Milano;27
2008;7;Maschi;80;Italia;Fuori Milano;2
2008;7;Maschi;80;Italia;Milano;32
2008;7;Maschi;81;Italia;Fuori Milano;4
2008;7;Maschi;81;Italia;Milano;24
2008;7;Maschi;82;Italia;Fuori Milano;5
2008;7;Maschi;82;Italia;Milano;18
2008;7;Maschi;83;Italia;Fuori Milano;2
2008;7;Maschi;83;Italia;Milano;33
2008;7;Maschi;84;Italia;Fuori Milano;6
2008;7;Maschi;84;Italia;Milano;31
2008;7;Maschi;85;Italia;Fuori Milano;3
2008;7;Maschi;85;Italia;Milano;29
2008;7;Maschi;86;Italia;Fuori Milano;7
2008;7;Maschi;86;Italia;Milano;25
2008;7;Maschi;87;Italia;Fuori Milano;1
2008;7;Maschi;87;Italia;Milano;30
2008;7;Maschi;88;Italia;Milano;22
2008;7;Maschi;89;Italia;Milano;11
2008;7;Maschi;90;Italia;Milano;12
2008;7;Maschi;91;Italia;Fuori Milano;1
2008;7;Maschi;91;Italia;Milano;10
2008;7;Maschi;92;Italia;Fuori Milano;1
2008;7;Maschi;92;Italia;Milano;9
2008;7;Maschi;93;Italia;Fuori Milano;3
2008;7;Maschi;93;Italia;Milano;5
2008;7;Maschi;94;Italia;Fuori Milano;1
2008;7;Maschi;94;Italia;Milano;12
2008;7;Maschi;95;Italia;Fuori Milano;1
2008;7;Maschi;95;Italia;Milano;6
2008;7;Maschi;96;Italia;Milano;9
2008;7;Maschi;97;Italia;Milano;5
2008;7;Maschi;98;Italia;Milano;1
2008;7;Maschi;99;Italia;Milano;1
2008;7;Maschi;101;Italia;Fuori Milano;1
2008;7;Maschi;101;Italia;Milano;2
2008;8;Femmine;0;Italia;Milano;2
2008;8;Femmine;16;Italia;Milano;1
2008;8;Femmine;17;Italia;Milano;1
2008;8;Femmine;20;Romania;Milano;1
2008;8;Femmine;26;Perù;Milano;1
2008;8;Femmine;29;Italia;Milano;1
2008;8;Femmine;30;Italia;Milano;1
2008;8;Femmine;35;Italia;Milano;1
2008;8;Femmine;37;Italia;Milano;1
2008;8;Femmine;39;Italia;Milano;1
2008;8;Femmine;40;Italia;Milano;1
2008;8;Femmine;41;Ucraina;Milano;1
2008;8;Femmine;42;Italia;Milano;2
2008;8;Femmine;43;Italia;Milano;2
2008;8;Femmine;44;Italia;Fuori Milano;1
2008;8;Femmine;44;Italia;Milano;1
2008;8;Femmine;45;Italia;Milano;4
2008;8;Femmine;46;Italia;Fuori Milano;1
2008;8;Femmine;46;Italia;Milano;3
2008;8;Femmine;46;Sri Lanka (ex Ceylon);Milano;1
2008;8;Femmine;47;Italia;Milano;1
2008;8;Femmine;49;Italia;Milano;2
2008;8;Femmine;50;Ecuador;Milano;1
2008;8;Femmine;50;Italia;Milano;2
2008;8;Femmine;51;Italia;Fuori Milano;1
2008;8;Femmine;51;Italia;Milano;4
2008;8;Femmine;52;Italia;Milano;3
2008;8;Femmine;53;Italia;Fuori Milano;1
2008;8;Femmine;54;Italia;Milano;3
2008;8;Femmine;55;Italia;Milano;2
2008;8;Femmine;56;Italia;Milano;4
2008;8;Femmine;57;Italia;Milano;3
2008;8;Femmine;58;Italia;Milano;2
2008;8;Femmine;59;Italia;Fuori Milano;2
2008;8;Femmine;59;Italia;Milano;3
2008;8;Femmine;60;Italia;Fuori Milano;1
2008;8;Femmine;60;Italia;Milano;6
2008;8;Femmine;60;Russa, Federazione;Milano;1
2008;8;Femmine;61;Italia;Milano;7
2008;8;Femmine;62;Italia;Milano;7
2008;8;Femmine;63;Italia;Fuori Milano;1
2008;8;Femmine;64;Italia;Fuori Milano;1
2008;8;Femmine;64;Italia;Milano;7
2008;8;Femmine;65;Italia;Milano;2
2008;8;Femmine;66;Italia;Milano;6
2008;8;Femmine;67;Italia;Fuori Milano;5
2008;8;Femmine;67;Italia;Milano;4
2008;8;Femmine;68;Italia;Milano;8
2008;8;Femmine;69;Italia;Milano;12
2008;8;Femmine;70;Italia;Fuori Milano;2
2008;8;Femmine;70;Italia;Milano;10
2008;8;Femmine;70;Regno Unito;Milano;1
2008;8;Femmine;71;Italia;Fuori Milano;3
2008;8;Femmine;71;Italia;Milano;9
2008;8;Femmine;72;Italia;Milano;10
2008;8;Femmine;73;Italia;Fuori Milano;2
2008;8;Femmine;73;Italia;Milano;9
2008;8;Femmine;74;Italia;Fuori Milano;7
2008;8;Femmine;74;Italia;Milano;13
2008;8;Femmine;75;Italia;Fuori Milano;10
2008;8;Femmine;75;Italia;Milano;14
2008;8;Femmine;76;Italia;Fuori Milano;8
2008;8;Femmine;76;Italia;Milano;11
2008;8;Femmine;77;Italia;Fuori Milano;3
2008;8;Femmine;77;Italia;Milano;19
2008;8;Femmine;78;Italia;Fuori Milano;4
2008;8;Femmine;78;Italia;Milano;29
2008;8;Femmine;79;Italia;Fuori Milano;6
2008;8;Femmine;79;Italia;Milano;18
2008;8;Femmine;80;Italia;Fuori Milano;5
2008;8;Femmine;80;Italia;Milano;28
2008;8;Femmine;81;Italia;Fuori Milano;8
2008;8;Femmine;81;Italia;Milano;41
2008;8;Femmine;82;Italia;Fuori Milano;5
2008;8;Femmine;82;Italia;Milano;24
2008;8;Femmine;82;Regno Unito;Milano;1
2008;8;Femmine;83;Italia;Fuori Milano;11
2008;8;Femmine;83;Italia;Milano;30
2008;8;Femmine;84;Italia;Fuori Milano;7
2008;8;Femmine;84;Italia;Milano;46
2008;8;Femmine;85;Italia;Fuori Milano;12
2008;8;Femmine;85;Italia;Milano;34
2008;8;Femmine;86;India;Fuori Milano;1
2008;8;Femmine;86;Italia;Fuori Milano;10
2008;8;Femmine;86;Italia;Milano;37
2008;8;Femmine;87;Italia;Fuori Milano;16
2008;8;Femmine;87;Italia;Milano;43
2008;8;Femmine;88;Italia;Fuori Milano;7
2008;8;Femmine;88;Italia;Milano;32
2008;8;Femmine;89;Italia;Fuori Milano;3
2008;8;Femmine;89;Italia;Milano;29
2008;8;Femmine;90;Italia;Fuori Milano;4
2008;8;Femmine;90;Italia;Milano;28
2008;8;Femmine;91;Italia;Fuori Milano;6
2008;8;Femmine;91;Italia;Milano;32
2008;8;Femmine;92;Italia;Fuori Milano;8
2008;8;Femmine;92;Italia;Milano;32
2008;8;Femmine;93;Italia;Fuori Milano;1
2008;8;Femmine;93;Italia;Milano;40
2008;8;Femmine;94;Francia;Milano;1
2008;8;Femmine;94;Italia;Fuori Milano;3
2008;8;Femmine;94;Italia;Milano;32
2008;8;Femmine;95;Italia;Fuori Milano;3
2008;8;Femmine;95;Italia;Milano;22
2008;8;Femmine;95;Turchia;Milano;1
2008;8;Femmine;96;Italia;Fuori Milano;2
2008;8;Femmine;96;Italia;Milano;21
2008;8;Femmine;97;Italia;Fuori Milano;1
2008;8;Femmine;97;Italia;Milano;19
2008;8;Femmine;98;Italia;Fuori Milano;3
2008;8;Femmine;98;Italia;Milano;11
2008;8;Femmine;99;Italia;Milano;11
2008;8;Femmine;100;Italia;Fuori Milano;2
2008;8;Femmine;100;Italia;Milano;7
2008;8;Femmine;101;Italia;Milano;1
2008;8;Femmine;102;Italia;Milano;1
2008;8;Femmine;103;Italia;Milano;1
2008;8;Femmine;104;Italia;Milano;1
2008;8;Femmine;107;Italia;Milano;1
2008;8;Maschi;0;Cinese, Repubblica Popolare;Milano;1
2008;8;Maschi;0;Italia;Milano;1
2008;8;Maschi;4;Italia;Milano;1
2008;8;Maschi;6;Italia;Milano;1
2008;8;Maschi;9;Italia;Fuori Milano;1
2008;8;Maschi;9;Italia;Milano;1
2008;8;Maschi;10;Italia;Milano;1
2008;8;Maschi;11;Italia;Milano;1
2008;8;Maschi;17;Italia;Milano;2
2008;8;Maschi;22;Italia;Milano;1
2008;8;Maschi;27;Italia;Milano;1
2008;8;Maschi;28;Italia;Milano;1
2008;8;Maschi;30;Brasile;Fuori Milano;1
2008;8;Maschi;30;Italia;Milano;1
2008;8;Maschi;31;Italia;Milano;2
2008;8;Maschi;33;Italia;Milano;1
2008;8;Maschi;35;Italia;Fuori Milano;1
2008;8;Maschi;36;Italia;Milano;1
2008;8;Maschi;37;Italia;Fuori Milano;1
2008;8;Maschi;37;Italia;Milano;3
2008;8;Maschi;38;Italia;Fuori Milano;1
2008;8;Maschi;39;Italia;Fuori Milano;1
2008;8;Maschi;40;Italia;Milano;4
2008;8;Maschi;41;Italia;Milano;1
2008;8;Maschi;42;Italia;Milano;1
2008;8;Maschi;43;Italia;Milano;2
2008;8;Maschi;44;Italia;Fuori Milano;1
2008;8;Maschi;44;Italia;Milano;1
2008;8;Maschi;45;Italia;Milano;2
2008;8;Maschi;46;Italia;Milano;3
2008;8;Maschi;47;Italia;Milano;1
2008;8;Maschi;48;Italia;Fuori Milano;2
2008;8;Maschi;49;Italia;Fuori Milano;1
2008;8;Maschi;49;Italia;Milano;2
2008;8;Maschi;50;Italia;Fuori Milano;1
2008;8;Maschi;50;Italia;Milano;2
2008;8;Maschi;50;Somalia;Milano;1
2008;8;Maschi;52;Italia;Milano;1
2008;8;Maschi;53;Italia;Milano;3
2008;8;Maschi;54;Gambia;Milano;1
